F_path,Category,Source_ID,Target_ID,Source_Sex,Source_Country,Target_Sex,Target_Country,ID,Sex,Country,UniqueID,Realornot
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00690186579.wav,Real,,,,,,,arf_00295,Female,Argentina,56916,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00020689215.wav,Real,,,,,,,arf_00295,Female,Argentina,64172,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01673131862.wav,Real,,,,,,,arf_00295,Female,Argentina,73326,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00761352415.wav,Real,,,,,,,arf_00295,Female,Argentina,65364,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00376501951.wav,Real,,,,,,,arf_00295,Female,Argentina,54553,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01207660715.wav,Real,,,,,,,arf_00295,Female,Argentina,73168,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00500370856.wav,Real,,,,,,,arf_00295,Female,Argentina,72935,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00913804952.wav,Real,,,,,,,arf_00295,Female,Argentina,73059,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00368511379.wav,Real,,,,,,,arf_00295,Female,Argentina,61569,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01779513384.wav,Real,,,,,,,arf_00295,Female,Argentina,60320,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00928515627.wav,Real,,,,,,,arf_00295,Female,Argentina,54282,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00297171901.wav,Real,,,,,,,arf_00295,Female,Argentina,53530,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01908370177.wav,Real,,,,,,,arf_00295,Female,Argentina,56783,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01651792344.wav,Real,,,,,,,arf_00295,Female,Argentina,73318,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00957559327.wav,Real,,,,,,,arf_00295,Female,Argentina,57776,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00873542018.wav,Real,,,,,,,arf_00295,Female,Argentina,71529,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00246566940.wav,Real,,,,,,,arf_00295,Female,Argentina,59112,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01153918696.wav,Real,,,,,,,arf_00295,Female,Argentina,55304,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01505677428.wav,Real,,,,,,,arf_00295,Female,Argentina,54464,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01873863615.wav,Real,,,,,,,arf_00295,Female,Argentina,75634,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00641288704.wav,Real,,,,,,,arf_00295,Female,Argentina,72980,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00588372500.wav,Real,,,,,,,arf_00295,Female,Argentina,59829,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01192019471.wav,Real,,,,,,,arf_00295,Female,Argentina,73160,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01675776066.wav,Real,,,,,,,arf_00295,Female,Argentina,69485,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00075310490.wav,Real,,,,,,,arf_00295,Female,Argentina,71238,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00718389935.wav,Real,,,,,,,arf_00295,Female,Argentina,62291,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00385703378.wav,Real,,,,,,,arf_00295,Female,Argentina,53033,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00154756464.wav,Real,,,,,,,arf_00295,Female,Argentina,67989,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00502056822.wav,Real,,,,,,,arf_00295,Female,Argentina,57246,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01766769713.wav,Real,,,,,,,arf_00295,Female,Argentina,59686,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01476744166.wav,Real,,,,,,,arf_00295,Female,Argentina,69400,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00970392396.wav,Real,,,,,,,arf_00295,Female,Argentina,56465,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01038209921.wav,Real,,,,,,,arf_00295,Female,Argentina,56594,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01441660547.wav,Real,,,,,,,arf_00295,Female,Argentina,56342,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_02096140946.wav,Real,,,,,,,arf_00295,Female,Argentina,67074,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01713716478.wav,Real,,,,,,,arf_00295,Female,Argentina,63764,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01443046471.wav,Real,,,,,,,arf_00295,Female,Argentina,60286,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01657355681.wav,Real,,,,,,,arf_00295,Female,Argentina,55192,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01739192284.wav,Real,,,,,,,arf_00295,Female,Argentina,71068,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01349969200.wav,Real,,,,,,,arf_00295,Female,Argentina,59648,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01839460191.wav,Real,,,,,,,arf_00295,Female,Argentina,56221,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01978303382.wav,Real,,,,,,,arf_00295,Female,Argentina,64136,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00862581146.wav,Real,,,,,,,arf_00295,Female,Argentina,74938,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01125880080.wav,Real,,,,,,,arf_00295,Female,Argentina,72459,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00291970405.wav,Real,,,,,,,arf_00295,Female,Argentina,60670,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00131212768.wav,Real,,,,,,,arf_00295,Female,Argentina,57761,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00091439585.wav,Real,,,,,,,arf_00295,Female,Argentina,73524,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_00941298847.wav,Real,,,,,,,arf_00295,Female,Argentina,66060,1
FinalDataset_16khz/Real/Argentina/arf_00295/arf_00295_01668185466.wav,Real,,,,,,,arf_00295,Female,Argentina,71832,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00489759155.wav,Real,,,,,,,arf_00610,Female,Argentina,73697,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00229307233.wav,Real,,,,,,,arf_00610,Female,Argentina,56116,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00046924871.wav,Real,,,,,,,arf_00610,Female,Argentina,69690,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00291574942.wav,Real,,,,,,,arf_00610,Female,Argentina,72135,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01139982755.wav,Real,,,,,,,arf_00610,Female,Argentina,64444,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01292655949.wav,Real,,,,,,,arf_00610,Female,Argentina,55027,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01983307905.wav,Real,,,,,,,arf_00610,Female,Argentina,74273,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00503334717.wav,Real,,,,,,,arf_00610,Female,Argentina,66555,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00721265372.wav,Real,,,,,,,arf_00610,Female,Argentina,66638,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01309469042.wav,Real,,,,,,,arf_00610,Female,Argentina,56049,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00141514478.wav,Real,,,,,,,arf_00610,Female,Argentina,63863,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00986745079.wav,Real,,,,,,,arf_00610,Female,Argentina,69194,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01509182660.wav,Real,,,,,,,arf_00610,Female,Argentina,71753,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01991785135.wav,Real,,,,,,,arf_00610,Female,Argentina,74279,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01210670029.wav,Real,,,,,,,arf_00610,Female,Argentina,72482,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00649514214.wav,Real,,,,,,,arf_00610,Female,Argentina,65983,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01353437502.wav,Real,,,,,,,arf_00610,Female,Argentina,58177,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01100876993.wav,Real,,,,,,,arf_00610,Female,Argentina,67536,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01115837616.wav,Real,,,,,,,arf_00610,Female,Argentina,73938,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00670555472.wav,Real,,,,,,,arf_00610,Female,Argentina,68184,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00152495772.wav,Real,,,,,,,arf_00610,Female,Argentina,54804,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00607531266.wav,Real,,,,,,,arf_00610,Female,Argentina,73737,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01367529932.wav,Real,,,,,,,arf_00610,Female,Argentina,73228,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00136143592.wav,Real,,,,,,,arf_00610,Female,Argentina,73547,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00597993062.wav,Real,,,,,,,arf_00610,Female,Argentina,64314,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01710405877.wav,Real,,,,,,,arf_00610,Female,Argentina,61944,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01960388539.wav,Real,,,,,,,arf_00610,Female,Argentina,54767,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01111041754.wav,Real,,,,,,,arf_00610,Female,Argentina,53582,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00507601418.wav,Real,,,,,,,arf_00610,Female,Argentina,58049,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01041822557.wav,Real,,,,,,,arf_00610,Female,Argentina,73908,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00913913795.wav,Real,,,,,,,arf_00610,Female,Argentina,60213,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00443461703.wav,Real,,,,,,,arf_00610,Female,Argentina,72188,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00111995270.wav,Real,,,,,,,arf_00610,Female,Argentina,60955,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_02055158675.wav,Real,,,,,,,arf_00610,Female,Argentina,55725,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_02031088808.wav,Real,,,,,,,arf_00610,Female,Argentina,54772,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01321300259.wav,Real,,,,,,,arf_00610,Female,Argentina,71693,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01397696990.wav,Real,,,,,,,arf_00610,Female,Argentina,73238,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01166860348.wav,Real,,,,,,,arf_00610,Female,Argentina,61664,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00546762557.wav,Real,,,,,,,arf_00610,Female,Argentina,73717,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01209307596.wav,Real,,,,,,,arf_00610,Female,Argentina,73979,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00198173829.wav,Real,,,,,,,arf_00610,Female,Argentina,72106,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00833722389.wav,Real,,,,,,,arf_00610,Female,Argentina,64840,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00006739039.wav,Real,,,,,,,arf_00610,Female,Argentina,53001,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01295599313.wav,Real,,,,,,,arf_00610,Female,Argentina,70134,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00682168691.wav,Real,,,,,,,arf_00610,Female,Argentina,58222,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00425113934.wav,Real,,,,,,,arf_00610,Female,Argentina,61578,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01853392404.wav,Real,,,,,,,arf_00610,Female,Argentina,70331,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01375247609.wav,Real,,,,,,,arf_00610,Female,Argentina,57044,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_02070030257.wav,Real,,,,,,,arf_00610,Female,Argentina,58035,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00011690401.wav,Real,,,,,,,arf_00610,Female,Argentina,56861,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00348850949.wav,Real,,,,,,,arf_00610,Female,Argentina,73637,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00482619885.wav,Real,,,,,,,arf_00610,Female,Argentina,67282,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_02060087373.wav,Real,,,,,,,arf_00610,Female,Argentina,61773,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01650023723.wav,Real,,,,,,,arf_00610,Female,Argentina,55589,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01805030745.wav,Real,,,,,,,arf_00610,Female,Argentina,71893,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01637040001.wav,Real,,,,,,,arf_00610,Female,Argentina,61448,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00554162169.wav,Real,,,,,,,arf_00610,Female,Argentina,56695,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01095857715.wav,Real,,,,,,,arf_00610,Female,Argentina,67533,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01852058096.wav,Real,,,,,,,arf_00610,Female,Argentina,69565,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01601942170.wav,Real,,,,,,,arf_00610,Female,Argentina,75454,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01025021675.wav,Real,,,,,,,arf_00610,Female,Argentina,62072,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_00705234264.wav,Real,,,,,,,arf_00610,Female,Argentina,59351,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01980007652.wav,Real,,,,,,,arf_00610,Female,Argentina,73434,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01931429812.wav,Real,,,,,,,arf_00610,Female,Argentina,68698,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01085113738.wav,Real,,,,,,,arf_00610,Female,Argentina,75097,1
FinalDataset_16khz/Real/Argentina/arf_00610/arf_00610_01305852941.wav,Real,,,,,,,arf_00610,Female,Argentina,60265,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00666057941.wav,Real,,,,,,,arf_01523,Female,Argentina,72273,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00259886857.wav,Real,,,,,,,arf_01523,Female,Argentina,72123,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00989455788.wav,Real,,,,,,,arf_01523,Female,Argentina,55148,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00642552723.wav,Real,,,,,,,arf_01523,Female,Argentina,57439,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_02131562594.wav,Real,,,,,,,arf_01523,Female,Argentina,73481,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01062279890.wav,Real,,,,,,,arf_01523,Female,Argentina,64425,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00275553701.wav,Real,,,,,,,arf_01523,Female,Argentina,63560,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00787459198.wav,Real,,,,,,,arf_01523,Female,Argentina,73021,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00547123970.wav,Real,,,,,,,arf_01523,Female,Argentina,74729,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00219418832.wav,Real,,,,,,,arf_01523,Female,Argentina,69755,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01841206929.wav,Real,,,,,,,arf_01523,Female,Argentina,69560,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01344184059.wav,Real,,,,,,,arf_01523,Female,Argentina,60820,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01471300838.wav,Real,,,,,,,arf_01523,Female,Argentina,65605,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01746936396.wav,Real,,,,,,,arf_01523,Female,Argentina,64587,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00237835082.wav,Real,,,,,,,arf_01523,Female,Argentina,57561,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00733614898.wav,Real,,,,,,,arf_01523,Female,Argentina,59353,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01138328104.wav,Real,,,,,,,arf_01523,Female,Argentina,57472,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01027235285.wav,Real,,,,,,,arf_01523,Female,Argentina,56314,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_02045484678.wav,Real,,,,,,,arf_01523,Female,Argentina,74299,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01760714834.wav,Real,,,,,,,arf_01523,Female,Argentina,62770,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00141917507.wav,Real,,,,,,,arf_01523,Female,Argentina,73551,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01415814242.wav,Real,,,,,,,arf_01523,Female,Argentina,53608,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00034441779.wav,Real,,,,,,,arf_01523,Female,Argentina,72788,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00619111658.wav,Real,,,,,,,arf_01523,Female,Argentina,58294,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00704107023.wav,Real,,,,,,,arf_01523,Female,Argentina,69935,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00201306814.wav,Real,,,,,,,arf_01523,Female,Argentina,71279,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00453279125.wav,Real,,,,,,,arf_01523,Female,Argentina,55773,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00285573686.wav,Real,,,,,,,arf_01523,Female,Argentina,56119,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00538295805.wav,Real,,,,,,,arf_01523,Female,Argentina,54829,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01184995042.wav,Real,,,,,,,arf_01523,Female,Argentina,73970,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00707611594.wav,Real,,,,,,,arf_01523,Female,Argentina,62584,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_02138647868.wav,Real,,,,,,,arf_01523,Female,Argentina,55088,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00730976584.wav,Real,,,,,,,arf_01523,Female,Argentina,73006,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00070089938.wav,Real,,,,,,,arf_01523,Female,Argentina,67956,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01907324102.wav,Real,,,,,,,arf_01523,Female,Argentina,71124,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01057746435.wav,Real,,,,,,,arf_01523,Female,Argentina,73121,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01733487769.wav,Real,,,,,,,arf_01523,Female,Argentina,71863,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00451722764.wav,Real,,,,,,,arf_01523,Female,Argentina,53040,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01360624606.wav,Real,,,,,,,arf_01523,Female,Argentina,68456,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_02019112092.wav,Real,,,,,,,arf_01523,Female,Argentina,63269,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01338901945.wav,Real,,,,,,,arf_01523,Female,Argentina,58718,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00162500844.wav,Real,,,,,,,arf_01523,Female,Argentina,57014,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00479900990.wav,Real,,,,,,,arf_01523,Female,Argentina,62943,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01997389512.wav,Real,,,,,,,arf_01523,Female,Argentina,73438,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00686164266.wav,Real,,,,,,,arf_01523,Female,Argentina,70687,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01919229051.wav,Real,,,,,,,arf_01523,Female,Argentina,60343,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00554897522.wav,Real,,,,,,,arf_01523,Female,Argentina,55529,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00224005589.wav,Real,,,,,,,arf_01523,Female,Argentina,69758,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01003789973.wav,Real,,,,,,,arf_01523,Female,Argentina,58573,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_02137765106.wav,Real,,,,,,,arf_01523,Female,Argentina,56793,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01012809493.wav,Real,,,,,,,arf_01523,Female,Argentina,62746,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00007914990.wav,Real,,,,,,,arf_01523,Female,Argentina,67098,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01523955378.wav,Real,,,,,,,arf_01523,Female,Argentina,70997,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01136303110.wav,Real,,,,,,,arf_01523,Female,Argentina,61656,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01443287401.wav,Real,,,,,,,arf_01523,Female,Argentina,57547,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00830677131.wav,Real,,,,,,,arf_01523,Female,Argentina,69139,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_02043980503.wav,Real,,,,,,,arf_01523,Female,Argentina,72741,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00837283179.wav,Real,,,,,,,arf_01523,Female,Argentina,54616,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01604257164.wav,Real,,,,,,,arf_01523,Female,Argentina,57653,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_00332882049.wav,Real,,,,,,,arf_01523,Female,Argentina,73630,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01947422500.wav,Real,,,,,,,arf_01523,Female,Argentina,57109,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01794690199.wav,Real,,,,,,,arf_01523,Female,Argentina,69543,1
FinalDataset_16khz/Real/Argentina/arf_01523/arf_01523_01450328316.wav,Real,,,,,,,arf_01523,Female,Argentina,57478,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_01583170629.wav,Real,,,,,,,arf_02121,Female,Argentina,63201,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_01207920231.wav,Real,,,,,,,arf_02121,Female,Argentina,55677,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_00828519677.wav,Real,,,,,,,arf_02121,Female,Argentina,71509,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_02079875289.wav,Real,,,,,,,arf_02121,Female,Argentina,64148,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_00809722408.wav,Real,,,,,,,arf_02121,Female,Argentina,63632,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_01769118679.wav,Real,,,,,,,arf_02121,Female,Argentina,57657,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_00776617411.wav,Real,,,,,,,arf_02121,Female,Argentina,62662,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_00365588889.wav,Real,,,,,,,arf_02121,Female,Argentina,74598,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_02033911612.wav,Real,,,,,,,arf_02121,Female,Argentina,62902,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_01076413865.wav,Real,,,,,,,arf_02121,Female,Argentina,66099,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_01456366661.wav,Real,,,,,,,arf_02121,Female,Argentina,70193,1
FinalDataset_16khz/Real/Argentina/arf_02121/arf_02121_00756804567.wav,Real,,,,,,,arf_02121,Female,Argentina,54846,1
